English
"probably from Hasanlu"
"probably from Khorsabad (Dur-Sharrukin)"
"probably from Kish"
"probably from Kish or Babylon"
"probably from Kültepe (Karum Kanesh)"
"probably from Lagash (modern al Hiba)"
"probably from Marash"
"probably from Nineveh"
"probably from Nippur"
"probably from Palmyra"
"probably from Sippar (modern Tell Abu Habba)"
"probably from Tell Mozan (ancient Urkesh)"
"probably from Toprakkale"
"probably from Umma (modern Jokha)"
"probably from Uruk (modern Warka)"
"said to be from Choniakow, Volhynia"
"said to be from Ctesiphon"
"said to be from Dilbat"
"said to be from Geoy Tepe"
"said to be from Helmaya"
"said to be from Nineveh"
"said to be from Qazvin"
"said to be from Tekrit"
"said to be from Ziwiye"
"site D 3"
"site L"
"site N"
"site Nb"
"site T"
"site V"
"site X"
"site Y"
