English
"Dynasty 18, early to mid"
"Dynasty 18, early, probably"
"Dynasty 18, first half"
"Dynasty 18, late"
"Dynasty 18, late or early 19"
"Dynasty 18, late, or early 19"
"Dynasty 18, late–Dynasty 19"
"Dynasty 18, mid"
"Dynasty 18, possibly later"
"Dynasty 18, reign of Amenhotep III"
"Dynasty 18, second half"
"Dynasty 18-19"
"Dynasty 18-20"
"Dynasty 18–19"
"Dynasty 18–20"
"Dynasty 18–20 ?"
"Dynasty 18–21"
"Dynasty 18–25"
"Dynasty 19"
"Dynasty 19 (Ramesside)"
"Dynasty 19, early"
"Dynasty 19-20"
"Dynasty 19-20 or 21-25"
"Dynasty 19–20"
"Dynasty 19–20 (?)"
"Dynasty 19–20 (Ramesside)"
"Dynasty 19–20 or later"
"Dynasty 19–20 or later (?)"
"Dynasty 19–21"
"Dynasty 19–22"
"Dynasty 19–25"
"Dynasty 19–25 ?"
"Dynasty 19–26"
"Dynasty 19–30"
"Dynasty 1–2"
"Dynasty 2"
"Dynasty 2 probably"
"Dynasty 2, second half"
"Dynasty 20"
"Dynasty 20 (?)"
"Dynasty 20 (Ramesside)"
"Dynasty 20-22"
"Dynasty 20–21"
"Dynasty 20–22"
"Dynasty 20–22 (?)"
"Dynasty 20–24"
"Dynasty 20–25"
"Dynasty 20–26"
"Dynasty 21"
"Dynasty 21 (?)"
"Dynasty 21 to early Dynasty 22"
"Dynasty 21, late"
"Dynasty 21, second half"
"Dynasty 21-23"
"Dynasty 21?"
"Dynasty 21–22"
"Dynasty 21–24"
"Dynasty 21–25"
"Dynasty 21–25 ?"
"Dynasty 21–26"
"Dynasty 21–26 (?)"
"Dynasty 21–26 ?"
"Dynasty 21–27"
"Dynasty 21–30"
"Dynasty 21–early Dynasty 22"
"Dynasty 22"
"Dynasty 22 / Dynasty 25"
"Dynasty 22, early"
"Dynasty 22-25"
"Dynasty 22-26"
"Dynasty 22–23"
"Dynasty 22–23 or earlier"
"Dynasty 22–24"
"Dynasty 22–25"
"Dynasty 22–26"
"Dynasty 23"
"Dynasty 23–26"
"Dynasty 23–30"
"Dynasty 24"
"Dynasty 24–26"
"Dynasty 25"
"Dynasty 25 (Kushite)"
"Dynasty 25 ?"
"Dynasty 25 or Dynasty 26"
"Dynasty 25 or later"
"Dynasty 25?"
"Dynasty 25–26"
"Dynasty 25–29"
"Dynasty 25–30"
"Dynasty 25–early 26"
"Dynasty 25–early Dynasty 26"
"Dynasty 26"
"Dynasty 26 (?)"
"Dynasty 26 (Saite)"
"Dynasty 26 (Saite)?"
"Dynasty 26 ?"
"Dynasty 26 and later"
"Dynasty 26 or later"
"Dynasty 26-30"
"Dynasty 26–27"
"Dynasty 26–28"
"Dynasty 26–29"
"Dynasty 26–30"
"Dynasty 26–30 and later"
"Dynasty 26–4th century"
"Dynasty 26–Ptolemaic Period"
"Dynasty 27"
"Dynasty 27 (Persian)?"
"Dynasty 27 or later"
"Dynasty 27–30"
"Dynasty 27–30?"
"Dynasty 29"
"Dynasty 2–3"
"Dynasty 2–5"
"Dynasty 3"
"Dynasty 3-4"
"Dynasty 30"
"Dynasty 30 and later"
"Dynasty 30 or later"
"Dynasty 30–2nd Persian Period"
"Dynasty 3–4"
"Dynasty 3–5"
"Dynasty 3–9"
"Dynasty 4"
"Dynasty 4, mid–5th Dynasty"
"Dynasty 4-6"
"Dynasty 4–5"
"Dynasty 4–mid 5"
"Dynasty 5"
"Dynasty 5 (?)"
"Dynasty 5 or 6"
"Dynasty 5, end"
"Dynasty 5, second half"
"Dynasty 5-6"
"Dynasty 5–18 (?)"
"Dynasty 5–6"
"Dynasty 5–8"
"Dynasty 6"
"Dynasty 6 (?)"
"Dynasty 6 or later"
"Dynasty 6, first half"
"Dynasty 6-8"
"Dynasty 6-9"
"Dynasty 6–11"
"Dynasty 6–12"
"Dynasty 6–8"
"Dynasty 7–10"
"Dynasty 7–10 (?)"
"Dynasty 7–8"
"Dynasty 8"
"Dynasty 8-11"
"Dynasty 8–11"
"Dynasty 8–12"
"Dynasty 8–18"
"Dynasty 8–9"
"Dynasty 9"
"Dynasty 9 or later"
"Dynasty 9?"
"Dynasty 9–10"
"Dynasty 9–11"
"Dynasty 9–12"
"Dynasty 9–early Dnyasty 11"
"Dynasty 9–early Dynasty 11"
"Early Dynasty 12"
"Early Dynasty 18"
"End of  Dynasty 12–early Dynasty 13"
"Late 12 to mid-13 Dynasty"
"Late 18 Dynasty - Early 19"
"Late Dynasty 11"
"Late Dynasty 11 - Dynasty 12"
"Late Dynasty 12"
"Late Dynasty 12–13"
"Late Dynasty 12–early Dynasty 13"
"Late Dynasty 13-early Dynasty 17"
"Late Dynasty 17–Early Dynasty 18"
"Late Dynasty 18"
"Late Dynasty 18-early Dynasty 19"
"Late Dynasty 18–19"
"Late Dynasty 18–early Dynasty 19"
"Late Dynasty 19"
"Late dynasty 11"
"Mid Dynasty 13"
"Mid-Dynasty 12 or later"
"Naqada III–Dynasty 1"
"Naqada II–Dynasty 1"
"Original New Kingdom, Dynasty 18"
"Probably Dynasty 1"
"Probably Dynasty 12"
"Probably Dynasty 26"
"Probably late Dynasty 5"
"Ptolemaic"
"Ptolemaic Dynasty"
"Reign of Amenhotep I"
"Second Intermediate Period"
"Second Intermediate Period- Dynasty 18, early"
"early Dynasty 12"
"early Dynasty 13"
"early Dynasty 18"
"early Dynasty 19"
"early Dynasty 3"
"early dynasty 4–5"
"early to mid Dynasty 12"
"early to mid-Dynasty 12"
"end of Dynasty 11 – beginning of Dynasty 12"
"first part of Dynasty 13"
"late 18th through 20th"
"late Dynasty 11–early Dynasty 12"
"late Dynasty 12"
"late Dynasty 12 - Dynasty 13"
"late Dynasty 12 to early Dynasty 13"
"late Dynasty 12-Dynasty 13"
"late Dynasty 12– Dynasty 13"
"late Dynasty 12–13"
"late Dynasty 12–Dynasty 13"
"late Dynasty 12–Dynasty 17"
"late Dynasty 12–early  Dynasty 13"
"late Dynasty 12–early 13"
"late Dynasty 12–early Dynasty 13"
"late Dynasty 13-17"
"late Dynasty 13–17"
"late Dynasty 13–early Dynasty 18"
"late Dynasty 13–early dynasty 18"
"late Dynasty 17 – early Dynasty 18"
"late Dynasty 17–early Dynasty 18"
"late Dynasty 18"
"late Dynasty 18–19"
"late Dynasty 20 - early Dynasty 21"
"late Dynasty 21"
"late Dynasty 22"
"mid Dynasty 12"
"mid Dynasty 12–13"
"mid Dynasty 13"
"mid Dynasty 18–20"
"mid to end Dynasty 12"
"mid to late Dynasty 12"
"mid to late Dynasty 13"
"mid to late Dynasty 18"
"mid to late dynasty 13"
"mid-Dynasty 12"
"mid-Dynasty 13"
"mid-Dynasty 18"
"mid-Dynasty 20"
"original Dynasty 18"
"original Dynasty 19"
"probably mid-Dynasty 18"
"second half of Dynasty 26"
